"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://www.mychef.ae/locations/dubai-mall","https://www.mychef.ae/loc-emirates-hills.webp","Emirates Hills","14","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/images/eid-catering-dubai-hero.webp","https://www.mychef.ae/loc-emirates-hills.webp","Emirates Hills","14","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/images/business-lunch-catering-dubai-hero.webp","https://www.mychef.ae/loc-emirates-hills.webp","Emirates Hills","14","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/live-cooking-station-dubai","https://www.mychef.ae/loc-emirates-hills.webp","Emirates Hills","14","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/villa-catering-dubai","https://www.mychef.ae/loc-emirates-hills.webp","Emirates Hills","14","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/locations/city-walk","https://www.mychef.ae/loc-emirates-hills.webp","Emirates Hills","14","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/blog","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide — experience concept shown","86","Root-Relative","//body/div/div/main/div/div/section[3]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/corporate-catering-full-service-vs-drop-off","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div[1]/article/div/section[9]/div/div[2]/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/corporate-event-catering-ideas-dubai","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/private-chef-palm-jumeirah-guide","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div[1]/article/div/section[11]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/yacht-party-menu-ideas-dubai","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div[1]/article/div/section[10]/div/div[2]/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/private-chef-vs-restaurant-dubai","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/desert-dinner-party-dubai","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/weekly-meal-prep-vs-full-time-chef-dubai","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div[1]/article/div/section[9]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/iftar-at-home-dubai","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/private-chef-date-night-dubai","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/how-much-does-private-chef-cost-dubai","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div[1]/article/div/section[9]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/how-to-hire-a-private-chef-dubai","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","Private chef dinner in a Dubai home: the host stays at the table while the chef finishes a plate at the island and a server pours water","135","Root-Relative","//body/div/div/main/div/div/article/div/figure/div/img","Content","HTML","","1920x1080",""
"Image","https://www.mychef.ae/blog/ramadan-iftar-catering-trends-2026","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div[1]/article/div/section[9]/div/div[2]/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/topic/private-chef","https://www.mychef.ae/images/blog/how-to-hire-a-private-chef-dubai-hero.webp","How to Hire a Private Chef Dubai: 2026 Cost & Booking Guide","59","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/about","https://www.mychef.ae/team-sous-chef.webp","Elena Vasquez, independent partner chef","39","Root-Relative","//body/div/div/main/div/div[1]/section[4]/div/div[2]/article[@class='team-card'][2]/div/img","Content","HTML","","300x400",""
"Image","https://www.mychef.ae/our-chefs","https://www.mychef.ae/team-sous-chef.webp","Marco Rossi","11","Root-Relative","//body/div/div/main/div/section[3]/div/div[2]/div[2]/div[@class='lg:order-2']/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/chefs/marco-italian-chef","https://www.mychef.ae/team-sous-chef.webp","Independent partner chef Marco Rossi, Italian cuisine specialist in the myCHEF Dubai network","92","Root-Relative","//body/div/div/main/div/section[1]/div[1]/picture/img","Content","HTML","","1344x752",""
"Image","https://www.mychef.ae/chefs/marco-italian-chef","https://www.mychef.ae/team-sous-chef.webp","Independent partner chef Marco Rossi, Italian cuisine specialist in the myCHEF Dubai network","92","Root-Relative","//body/div/div/main/div/section[2]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-chef-dubai/how-it-works","https://www.mychef.ae/team-sous-chef.webp","Marco Rossi","11","Root-Relative","//body/div/div/main/div/div/section[3]/div/div[@class='relative']/div[4]/div[2]/div[2]/div/figure[@class='text-center'][2]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/images/beach-catering-dubai-hero.webp","Picnic Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[7]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/events","https://www.mychef.ae/images/beach-catering-dubai-hero.webp","Beach Catering","14","Root-Relative","//body/div/div/main/div/section[9]/div/div[2]/a[6]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/drop-off-catering-dubai","https://www.mychef.ae/images/beach-catering-dubai-hero.webp","Picnic Catering Dubai","21","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[4]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/picnic-catering-dubai","https://www.mychef.ae/images/beach-catering-dubai-hero.webp","Beach Catering Dubai","20","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[1]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/party-catering-dubai","https://www.mychef.ae/images/beach-catering-dubai-hero.webp","Picnic Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[9]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapés for a private party","27","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Sharing boards for a private party","34","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Luxury Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/desert-dining-dubai","https://www.mychef.ae/menu-canapes.webp","Desert camp canapé selection","28","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/menus","https://www.mychef.ae/menu-canapes.webp","Smoked Salmon Canapes","21","Root-Relative","//body/div/div/main/div/section[4]/div/div[2]/div[6]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/events","https://www.mychef.ae/menu-canapes.webp","Event catering Dubai 5","22","Root-Relative","//body/div/div/main/div/section[5]/div/div[2]/div[5]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/events","https://www.mychef.ae/menu-canapes.webp","Baby Shower Catering","20","Root-Relative","//body/div/div/main/div/section[9]/div/div[2]/a[4]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=home","https://www.mychef.ae/menu-canapes.webp","Fresh ingredients ready for portioned weekly prep","49","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai","https://www.mychef.ae/menu-canapes.webp","Fresh ingredients ready for portioned weekly prep","49","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/vip-club","https://www.mychef.ae/menu-canapes.webp","Bespoke canapés for myCHEF Dubai VIP members","44","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/case-studies","https://www.mychef.ae/menu-canapes.webp","Canapés served at myCHEF Dubai events","37","Root-Relative","//body/div/div/main/div/div/section[5]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/gallery","https://www.mychef.ae/menu-canapes.webp","Smoked Salmon Canapes — private chef dubai","42","Root-Relative","//body/div/div/main/div/section[3]/div/div[2]/div[19]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-cooking-classes-dubai","https://www.mychef.ae/menu-canapes.webp","Plated dishes from a private chef experience","44","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/graduation-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapés for a graduation celebration","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/sugar-free-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Naturally sweetened canapé selection","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/sugar-free-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Gluten-Free Catering Dubai","26","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/farewell-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapés for a retirement celebration","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/conference-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Closing networking reception canapés","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/pool-party-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Poolside canapé selection","25","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/pool-party-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Mocktail Bar Catering","21","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/afternoon-tea-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Elegant high tea canapés","24","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/bar-services-dubai","https://www.mychef.ae/menu-canapes.webp","Canapés and cocktails served at a Dubai event","45","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=catering-packages-dubai","https://www.mychef.ae/menu-canapes.webp","Fresh ingredients ready for portioned weekly prep","49","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/italian-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Italian canapé and finger food selection","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/valentines-day-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Elegant canapés for a Valentine's celebration","45","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/cocktail-party-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Passed canapés at a reception","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/cocktail-party-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapé Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/arabic-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Arabic canapé and finger food selection","39","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/vip-club?utm_source=mychef.ae&utm_medium=banner&utm_campaign=weekly-meal-prep-dubai","https://www.mychef.ae/menu-canapes.webp","Bespoke canapés for myCHEF Dubai VIP members","44","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/office-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Office celebration finger food selection","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/mocktail-bar-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapés paired with mocktails","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/business-lunch-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Light finger food for a working session","39","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/reunion-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Shared canapés and mezze for a reunion","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/vegetarian-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Vegetarian canapé selection","27","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/vegetarian-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Vegan Catering","14","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/baby-shower-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapé selection for a baby shower","34","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/baby-shower-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Afternoon tea bites for a shower","32","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/baby-shower-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Luxury Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/finger-food-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Finger food selection in Dubai","30","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/finger-food-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapé Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/fodmap-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Gentle canapé selection without onion or garlic","47","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/asian-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Asian canapé and bao bun selection","34","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=menus","https://www.mychef.ae/menu-canapes.webp","Fresh ingredients ready for portioned weekly prep","49","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/vegan-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Vegan canapé selection","22","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/kids-birthday-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Child-friendly canapé selection","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/keto-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Keto-friendly canapé selection","30","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/gala-dinner-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Passed canapés at a gala reception in Dubai","43","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/canape-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Luxury canapé selection in Dubai","32","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/mothers-day-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapés for a Mother's Day gathering","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/brand-activation-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapés served at a brand activation event in Dubai","51","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/sushi-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Sushi canapés on a styled spread","32","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/grazing-table-dubai","https://www.mychef.ae/menu-canapes.webp","Canapé selection on a grazing spread","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/grazing-table-dubai","https://www.mychef.ae/menu-canapes.webp","Canapé Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/mediterranean-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Mediterranean canapé selection","30","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/uae-national-day-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapés and appetisers for a National Day event","47","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/dessert-table-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Sweet and savoury display","25","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/dessert-table-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Baby Shower Catering","20","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/exhibition-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapés for exhibition stand receptions","39","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/exhibition-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapé Catering Dubai","21","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/party-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapé selection for a Dubai party","34","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/beach-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Beach canapé selection","22","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/bachelorette-party-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Elegant canapes for a bachelorette party","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/suhoor-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Suhoor pastries and finger food in Dubai","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/indian-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Indian canapé and finger food selection","39","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/dairy-free-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Dairy-free canapé selection","27","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/jain-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Jain canapé selection","21","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/vip-club?utm_source=mychef.ae&utm_medium=banner&utm_campaign=catering-packages-dubai","https://www.mychef.ae/menu-canapes.webp","Bespoke canapés for myCHEF Dubai VIP members","44","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/housewarming-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Canapé Catering Dubai","21","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/gluten-free-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Gluten-free canapé selection","28","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/nut-free-catering-dubai","https://www.mychef.ae/menu-canapes.webp","Nut-free canapé selection","25","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/vip-club?utm_source=mychef.ae&utm_medium=banner&utm_campaign=wellness-meal-prep-dubai","https://www.mychef.ae/menu-canapes.webp","Bespoke canapés for myCHEF Dubai VIP members","44","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog","https://www.mychef.ae/images/blog/brunch-at-home-dubai-hero.webp","Brunch at Home Dubai: How to Host a Standout Spread (2026 Guide) — experience concept shown","91","Root-Relative","//body/div/div/main/div/div/section[3]/div/div[2]/a[5]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/topic/menus-dietary","https://www.mychef.ae/images/blog/brunch-at-home-dubai-hero.webp","Brunch at Home Dubai: How to Host a Standout Spread (2026 Guide)","64","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/how-far-ahead-book-caterer-dubai","https://www.mychef.ae/images/blog/brunch-at-home-dubai-hero.webp","Brunch at Home Dubai: How to Host a Standout Spread (2026 Guide)","64","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/brunch-at-home-dubai","https://www.mychef.ae/images/blog/brunch-at-home-dubai-hero.webp","Saturday morning terrace brunch with a chef at an egg pan and guests in daylight","80","Root-Relative","//body/div/div/main/div/div/article/div/figure/div/img","Content","HTML","","1920x1080",""
"Image","https://www.mychef.ae/blog/vegan-catering-dubai-guide","https://www.mychef.ae/images/blog/brunch-at-home-dubai-hero.webp","Brunch at Home Dubai: How to Host a Standout Spread (2026 Guide)","64","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/halal-private-dining-dubai-what-to-ask","https://www.mychef.ae/images/blog/brunch-at-home-dubai-hero.webp","Brunch at Home Dubai: How to Host a Standout Spread (2026 Guide)","64","Root-Relative","//body/div/div/main/div/div[1]/article/div/section[12]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/villas-private-residences","https://www.mychef.ae/service-private-chef.webp","Villa dining gallery 3","22","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div[2]/div[3]/img","Content","HTML","","400x300",""
"Image","https://www.mychef.ae/booking-protection-insurance","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div/section[6]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=home","https://www.mychef.ae/service-private-chef.webp","Private Chef Dubai","18","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[1]/div[1]/img","Content","HTML","","",""
