"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://www.mychef.ae/blog/grazing-table-vs-buffet-dubai","Indexable","","3","","33","17","0","6,490","116","79","0","11","10","0"
"https://www.mychef.ae/housewarming-catering-dubai","Indexable","","3","","6","5","0","1,910","126","84","0","12","10","0"
"https://www.mychef.ae/gluten-free-catering-dubai","Indexable","","3","","16","9","0","3,440","127","87","0","12","10","0"
"https://www.mychef.ae/partners/event-planners-dubai","Indexable","","3","","8","7","0","2,670","95","77","0","13","10","0"
"https://www.mychef.ae/blog/topic/private-chef","Indexable","","3","","1","1","0","0,380","95","80","0","11","10","0"
"https://www.mychef.ae/partners/villa-rentals-dubai","Indexable","","3","","9","8","0","3,050","95","77","0","13","10","0"
"https://www.mychef.ae/new-year-catering-dubai","Indexable","","3","","28","7","0","2,670","157","83","0","12","10","0"
"https://www.mychef.ae/film-crew-catering-dubai","Indexable","","3","","8","3","0","1,150","137","82","0","12","10","0"
"https://www.mychef.ae/nut-free-catering-dubai","Indexable","","3","","14","9","0","3,440","123","86","0","12","10","0"
"https://www.mychef.ae/locations/mall-of-the-emirates","Non-Indexable","Canonicalised","4","","1","1","0","0,380","138","84","0","18","17","0"
"https://www.mychef.ae/locations/dwtc","Non-Indexable","Canonicalised","4","","2","2","0","0,760","138","84","0","18","17","0"
"https://www.mychef.ae/vip-club?utm_source=mychef.ae&utm_medium=banner&utm_campaign=wellness-meal-prep-dubai","Non-Indexable","Canonicalised","4","","1","1","0","0,380","132","79","0","12","10","0"
"https://www.mychef.ae/dessert-table-dubai","Non-Indexable","Canonicalised","4","","1","1","0","0,380","138","84","0","18","17","0"
"https://www.mychef.ae/influencer-partnerships","Indexable","","4","","3","3","0","1,150","94","75","0","15","10","0"
"https://www.mychef.ae/founding-customer-offer","Indexable","","4","","3","3","0","1,150","96","76","0","12","10","0"
"https://www.mychef.ae/mychef-membership","Indexable","","4","","6","4","0","1,530","106","81","0","14","10","0"
"https://www.mychef.ae/locations/dubai-mall","Non-Indexable","Canonicalised","4","","1","1","0","0,380","138","84","0","18","17","0"
"https://www.mychef.ae/loyalty-programme","Indexable","","4","","5","5","0","1,910","93","76","0","15","10","0"
"https://www.mychef.ae/images/eid-catering-dubai-hero.webp","Non-Indexable","Canonicalised","4","","0","0","0","0,000","138","84","0","18","17","0"
"https://www.mychef.ae/images/business-lunch-catering-dubai-hero.webp","Non-Indexable","Canonicalised","4","","0","0","0","0,000","138","84","0","18","17","0"
"https://www.mychef.ae/live-cooking-station-dubai","Non-Indexable","Canonicalised","4","","2","1","0","0,380","138","84","0","18","17","0"
"https://www.mychef.ae/villa-catering-dubai","Non-Indexable","Canonicalised","4","","10","8","0","3,050","138","84","0","18","17","0"
"https://www.mychef.ae/locations/city-walk","Non-Indexable","Canonicalised","4","","1","1","0","0,380","138","84","0","18","17","0"
"https://www.mychef.ae/referral-programme","Indexable","","4","","7","5","0","1,910","91","75","0","14","10","0"
